07.08.12 11:32:56;Лист оц.с полимер.покрытием 0,45*1250 мм RAL 6005 рулон
07.08.12 11:32:58;Лист оц.с полимер.покрытием 0,45*1250 мм RAL 6005 рулон
07.08.12 11:34:50;Лист оц.с полимер.покрытием 0,45*1250 мм RAL 6005 рулон
07.08.12 11:34:51;Лист оц.с полимер.покрытием 0,45*1250 мм RAL 6005 рулон
07.08.12 11:34:57;Лист оц.с полимер.покрытием 0,45*1250 мм RAL 6005 рулон
07.08.12 11:35:45;Лист оц.с полимер.покрытием 0,45*1250 мм RAL 6005 рулон
07.08.12 11:35:47;Лист оц.с полимер.покрытием 0,45*1250 мм RAL 6005 рулон
07.08.12 11:35:51;Лист оц.с полимер.покрытием 0,45*1250 мм RAL 6005 рулон
07.08.12 11:36:29;Трубы профильные
07.08.12 11:37:19;арма
07.08.12 11:37:21;арма
07.08.12 11:37:23;арма
07.08.12 11:38:23;Лист оц.с полимер.покрытием 0,45*1250 мм RAL 6005 рулон
07.08.12 11:38:26;Лист оц.с полимер.покрытием 0,45*1250 мм RAL 6005 рулон
07.08.12 11:38:29;Лист оц.с полимер.покрытием 0,45*1250 мм RAL 6005 рулон
07.08.12 11:38:46;проф
07.08.12 11:38:49;проф
07.08.12 11:38:50;проф
07.08.12 11:39:11;проф
07.08.12 11:39:57;проф
07.08.12 11:40:20;6
07.08.12 11:41:46;6
07.08.12 11:48:45;Лист оц.с полимер.покрытием 0,45*1250 мм RAL 6005 рулон
07.08.12 11:48:48;Лист оц.с полимер.покрытием 0,45*1250 мм RAL 6005 рулон
07.08.12 11:48:55;Лист оц.с полимер.покрытием 0,45*1250 мм RAL 6005 рулон
07.08.12 11:51:03;Профнастил Н-20 0,5 RAL 1014 (1,135)
07.08.12 11:51:05;Профнастил Н-20 0,5 RAL 1014 (1,135)
07.08.12 11:51:20;Металлочерепица Супермонтерей 350 оц (1,19)
07.08.12 11:51:21;Металлочерепица Супермонтерей 350 оц (1,19)
07.08.12 11:55:41;Лист г/к  3 мм ст.3пс/сп 1,25*2,5
07.08.12 11:55:43;Лист г/к 3 мм ст.3пс/сп 1,25*2,5
07.08.12 11:56:57;Арматура а400/а500с 10 ст.сп/пс 5,85
07.08.12 11:56:57;Арматура а400/а500с 10 ст.сп/пс 5,85
07.08.12 11:57:08;kbc
07.08.12 11:57:09;
07.08.12 11:57:11;
07.08.12 11:58:20;
07.08.12 12:32:50;Лист г/к 3 мм ст.3пс/сп 1,25*2,5
07.08.12 12:35:46;Балка 12Б1 ст.3пс/сп 11,7
07.08.12 12:36:00;Балка 30Ш1 ст3пс/сп 12
07.08.12 12:46:45;Лист г/к 3 мм ст.3пс/сп 1,25*2,5
07.08.12 12:46:45;Лист г/к  3 мм ст.3пс/сп 1,25*2,5
07.08.12 12:47:10;Лист г/к  3 мм ст.3пс/сп 1,25*2,5
07.08.12 12:47:12;Лист г/к 3 мм ст.3пс/сп 1,25*2,5
07.08.12 12:53:33;
07.08.12 12:57:17;
07.08.12 12:57:20;
07.08.12 12:57:22;
07.08.12 12:59:39;
07.08.12 13:00:36;
07.08.12 13:00:50;
07.08.12 13:01:06;
07.08.12 13:07:59;ар
07.08.12 13:08:05;ар
07.08.12 13:08:28;ар
07.08.12 13:08:35;ар
07.08.12 13:09:22;ар
07.08.12 13:09:28;ар
07.08.12 13:12:29;
07.08.12 13:13:38;ар
07.08.12 13:13:55;Балка
07.08.12 13:14:34;Квадрат
07.08.12 13:20:50;Квадрат
07.08.12 13:21:17;Квадрат
07.08.12 13:21:59;Квадрат
07.08.12 13:22:36;Квадрат
07.08.12 13:23:08;Квадрат
07.08.12 13:23:13;Квадрат
07.08.12 13:24:15;Квадрат
07.08.12 13:24:20;Квадрат
07.08.12 13:24:56;Квадрат
07.08.12 13:28:28;Квадрат
07.08.12 13:28:34;Квадрат
07.08.12 13:28:56;Квадрат
07.08.12 13:29:32;Квадрат
07.08.12 13:29:36;Квадрат
07.08.12 13:29:55;Квадрат
07.08.12 13:30:22;Квадрат
07.08.12 13:31:17;уголок
07.08.12 13:34:44;Квадрат
07.08.12 13:34:52;Квадрат
07.08.12 13:35:30;Квадрат
07.08.12 13:35:32;Квадрат
07.08.12 13:38:55;Квадрат
07.08.12 13:41:19;Профнастил С-20 0,5 RAL 3005 (1,135) кастом
07.08.12 13:41:20;Профнастил С-20 0,5 RAL 3005 (1,135) кастом
07.08.12 13:43:43;Квадрат
07.08.12 13:44:25;Квадрат
07.08.12 13:56:42;
07.08.12 13:56:45;
07.08.12 13:56:46;
07.08.12 13:56:53;dh
07.08.12 13:56:54;dhjkhk
07.08.12 13:56:56;dhjkhk
07.08.12 13:56:58;dhjkhk
07.08.12 13:57:00;труба
07.08.12 13:57:01;труба
07.08.12 13:57:08;труба
07.08.12 13:57:23;труб
07.08.12 13:57:25;труб
07.08.12 14:02:15;Трубы профильные
07.08.12 14:10:38;Труба профильная 30*30*2 ст.0,2,3,10,20 6
07.08.12 14:10:38;Труба профильная 30*30*2 ст.0,2,3,10,20 6
07.08.12 14:10:40;Труба профильная 200*200*8 ст.09Г2С 12
07.08.12 14:10:40;Труба профильная 200*200*8 ст.09Г2С 12
07.08.12 14:10:58;Труба профильная 160*120*6 ст.3пс/сп 12,00
07.08.12 14:10:59;Труба профильная 160*120*6 ст.3пс/сп 12,00
07.08.12 14:11:16;Труба профильная 160*120*6 ст.3пс/сп 12,00
07.08.12 14:11:31;Труба профильная 160*120*6 ст.3пс/сп 12,00
07.08.12 14:11:31;Труба профильная 160*120*6 ст.3пс/сп 12,00
07.08.12 14:13:40;Лист ПВЛ 406 1,2*2,8
07.08.12 14:13:40;Лист ПВЛ 406 1,2*2,8
07.08.12 14:14:13;Арматура А3 10 ст.35ГС н/д
07.08.12 14:14:13;Арматура А3 10 ст.35ГС н/д
07.08.12 14:15:26;Квадрат
07.08.12 14:15:45;Лист просечно-вытяжной
07.08.12 14:15:48;Швеллер г/к 30 ст.09Г2С 12
07.08.12 14:15:48;Швеллер г/к 30 ст.09Г2С 12
07.08.12 14:16:20;Квадрат
07.08.12 14:16:32;Труба профильная 200*160*6 ст.09Г2С 12,00
07.08.12 14:16:32;Профнастил Н-20 0,5 RAL 1014 (1,135) кастом
07.08.12 14:16:34;Труба профильная 200*160*6 ст.09Г2С 12,00
07.08.12 14:16:34;Профнастил Н-20 0,5 RAL 1014 (1,135) кастом
07.08.12 14:16:56;Круг 60 ст.20 н/д
07.08.12 14:16:57;Лист ПВЛ 406 1*2,9
07.08.12 14:16:57;Лист ПВЛ 406 1*2,9
07.08.12 14:16:57;Круг 60 ст.20 н/д
07.08.12 14:16:58;Лист ПВЛ 506 1*2,1
07.08.12 14:16:58;Лист ПВЛ 506 1*2,1
07.08.12 14:17:15;Лист ПВЛ 406 1,2*2,8
07.08.12 14:17:15;Лист ПВЛ 406 1,2*2,8
07.08.12 14:17:28;Квадрат
07.08.12 14:17:45;Квадрат
07.08.12 14:17:51;Квадрат
07.08.12 14:18:45;Квадрат
07.08.12 14:19:00;Квадрат
07.08.12 14:20:39;Квадрат
07.08.12 14:21:01;Круг 90 ст.20 н/д
07.08.12 14:21:01;Балка 14 Б1 ст.3пс/сп 11,75
07.08.12 14:21:01;Круг 90 ст.20 н/д
07.08.12 14:21:01;Балка 14 Б1 ст.3пс/сп 11,75
07.08.12 14:21:02;Круг 30 ст.20 н/д
07.08.12 14:21:02;Круг 30 ст.20 н/д
07.08.12 14:21:03;Лист г/к 10 мм ст.09Г2С 1,5*6
07.08.12 14:21:03;Круг 70 ст.35 н/д
07.08.12 14:21:03;Лист г/к 10 мм ст.09Г2С 1,5*6
07.08.12 14:21:03;Круг 70 ст.35 н/д
07.08.12 14:21:41;Штрипс горячекатанный
07.08.12 14:21:42;Штрипс горячекатанный
07.08.12 14:21:45;Трубы
07.08.12 14:21:45;Трубы
07.08.12 14:21:50;Квадрат
07.08.12 14:23:32;Квадрат
07.08.12 14:23:44;Лист оцинк. с полимерным покрытием
07.08.12 14:24:35;Квадрат
07.08.12 14:24:57;Квадрат
07.08.12 14:25:26;Квадрат
07.08.12 14:26:04;Квадрат
07.08.12 14:26:16;Квадрат
07.08.12 14:27:26;Квадрат
07.08.12 14:28:22;Квадрат
07.08.12 14:28:26;Квадрат
07.08.12 14:29:55;Квадрат
07.08.12 14:31:48;Квадрат
07.08.12 14:35:16;Квадрат
07.08.12 14:37:04;арматура
07.08.12 14:37:06;арматура
07.08.12 14:38:16;швел
07.08.12 14:38:18;швел
07.08.12 14:41:10;Квадрат
07.08.12 14:43:27;Арматура
07.08.12 14:44:32;Лист рифлёный
07.08.12 14:45:51;арматура
07.08.12 14:45:53;арматура 10
07.08.12 14:46:01;арматура 10
07.08.12 14:46:21;Арматура а400/а500с 10 ст.сп/пс 11?75
07.08.12 14:46:21;Арматура а400/а500с 10 ст.сп/пс 11
07.08.12 14:46:26;Арматура а400/а500с 10 ст.сп/пс 11,75
07.08.12 14:46:26;Арматура а400/а500с 10 ст.сп/пс 11,75
07.08.12 14:46:32;Арматура а400/а500с 10 ст.сп/пс 11,75
07.08.12 14:47:24;Квадрат 20 ст.3пс/сп н/д
07.08.12 14:48:07;Арматура а400/а500с 10 ст.сп/пс
07.08.12 14:48:15;лист
07.08.12 14:48:16;лист 
07.08.12 14:48:20;лист 2
07.08.12 14:48:26;лист 2
07.08.12 14:48:37;Лист г/к 2 мм ст.3пс/сп 1,25
07.08.12 14:48:38;Лист г/к 2 мм ст.3пс/сп 1,25
07.08.12 14:49:01;Балка 20Ш1 ст.09Г2С 12
07.08.12 14:49:01;Балка 20Ш1 ст.09Г2С 12
07.08.12 14:49:07;Балка 20Ш1 ст.09Г2С 12,05
07.08.12 14:49:08;Балка 20Ш1 ст.09Г2С 12,05
07.08.12 14:49:31;Квадрат 8 ст.3пс/сп 3,4
07.08.12 14:49:31;Квадрат 8 ст.3пс/сп 3,4
07.08.12 14:50:00;Балка 20Ш1 ст.09Г2С 12
07.08.12 14:50:00;Балка 20Ш1 ст.09Г2С 12
07.08.12 14:51:02;Труба профильная 10*10*1,2 ст.10 5,9
07.08.12 14:51:02;Труба профильная 10*10*1,2 ст.10 5,9
07.08.12 14:54:52;Труба профильная 160*120*6 ст.3пс/сп 12,00
07.08.12 14:55:10;Труба профильная 160*120*6 ст.3пс/сп 12,00
07.08.12 14:59:15;Профнастил Н-20 0,5 RAL 1014 (1,135) кастом
07.08.12 14:59:15;Профнастил Н-20 0,5 RAL 1014 (1,135) кастом
07.08.12 14:59:21;Профнастил Н-20 0,5 RAL 1014 (1,135) кастом
07.08.12 15:01:45;Труба профильная 40*25*1,5 ст.0,2,3,10,20 5,8
07.08.12 15:01:46;Труба профильная 40*25*1,5 ст.0,2,3,10,20 5,8
07.08.12 15:01:46;Труба профильная 25*25*1,5 ст.0,2,3,10,20 5,8
07.08.12 15:01:47;Труба профильная 20*20*1,5 ст.0,2,3,10,20 6
07.08.12 15:01:47;Труба профильная 20*20*1,5 ст.0,2,3,10,20 6
07.08.12 15:01:48;Труба профильная 25*25*1,5 ст.0,2,3,10,20 5,8
07.08.12 15:02:39;Квадрат
07.08.12 15:02:51;арма
07.08.12 15:02:52;арма
07.08.12 15:02:54;арма
07.08.12 15:03:56;ар
07.08.12 15:03:57;ар
07.08.12 15:07:02;арма
07.08.12 15:07:05;арма
07.08.12 15:11:53;бал
07.08.12 15:11:55;бал
07.08.12 15:12:00;Шестигранник
07.08.12 15:12:06;Полоса
07.08.12 15:12:08;Металлосайдинг
07.08.12 15:12:09;Металлосайдинг
07.08.12 15:12:32;Балка
07.08.12 15:13:45;шве
07.08.12 15:13:48;шве
07.08.12 15:14:17;арм
07.08.12 15:14:19;арма
07.08.12 15:14:19;арма
07.08.12 15:14:57;Лист оцинкованный
07.08.12 15:15:33;Лист оцинкованный
07.08.12 15:21:54;про
07.08.12 15:21:56;про
07.08.12 15:22:31;про
07.08.12 15:22:34;про
07.08.12 15:24:03;проф
07.08.12 15:24:05;проф
07.08.12 15:25:35;проф
07.08.12 15:25:41;арма
07.08.12 15:25:43;арма
07.08.12 15:26:52;арматура
07.08.12 15:27:41;лист
07.08.12 15:27:46;лист 12
07.08.12 15:27:58;балка
07.08.12 15:28:00;балка
07.08.12 15:28:19;лист 12
07.08.12 15:29:14;ral 
07.08.12 15:29:18;ral 30
07.08.12 15:29:23;арма
07.08.12 15:29:26;арма
07.08.12 15:29:57;
07.08.12 15:30:05;
07.08.12 15:30:45;квадрат
07.08.12 15:30:47;квадрат
07.08.12 15:38:06;арма
07.08.12 15:38:08;арма
07.08.12 15:40:28;ар
07.08.12 15:40:32;ар
07.08.12 15:42:18;арма
07.08.12 15:42:20;арма
07.08.12 15:43:13;армат
07.08.12 15:43:15;армат
07.08.12 15:43:24;http://trimet.ru/1cengine/site/?linkUID=b39fe597-e03a-11e1-b7e9-00155dc20a18&type=xlsx
07.08.12 15:43:45;арм
07.08.12 15:43:46;арм
07.08.12 15:45:24;лист
07.08.12 15:45:25;лист
07.08.12 15:48:41;арм
07.08.12 15:48:43;арм
07.08.12 15:50:18;ар
07.08.12 15:50:20;ар
07.08.12 15:54:33;арма
07.08.12 15:54:35;арма
07.08.12 15:55:39;бал
07.08.12 15:55:41;бал
07.08.12 16:06:05;http://trimet.ru/1cengine/site/?linkUID=b39fe597-e03a-11e1-b7e9-00155dc20a18&type=xlsx
07.08.12 16:22:26;арма
07.08.12 16:22:27;арма
07.08.12 16:24:10;арма
07.08.12 16:24:12;арма
07.08.12 16:34:59;Лист г/к 50 мм ст.3пс/сп 2*1
07.08.12 16:35:01;Лист г/к 50 мм ст.3пс/сп 2*1
07.08.12 16:37:05;балка 
07.08.12 16:37:09;балка
07.08.12 16:37:10;балка
07.08.12 16:37:12;балка
07.08.12 16:37:51;балка  Балка 24М ст.3пс/сп купить 
07.08.12 16:37:54;Балка 24М ст.3пс/сп купить 
07.08.12 16:37:55;Балка 20Ш1 ст.09Г2С 12
07.08.12 16:37:57;Балка 20Ш1 ст.09Г2С 12
07.08.12 16:37:57;Балка 24М ст.3пс/сп
07.08.12 16:38:01;Балка 24М ст.3пс/сп 12
07.08.12 16:38:04;Балка 24М ст.3пс/сп 12
07.08.12 16:38:04;Балка 24М ст.3пс/сп 12
07.08.12 16:38:15;
07.08.12 16:38:19;балка
07.08.12 16:38:26;балка
07.08.12 16:38:30;балка 12
07.08.12 16:38:31;балка 12
07.08.12 16:38:42;балка  20
07.08.12 16:38:43;балка  20
07.08.12 16:38:46;балка 20
07.08.12 16:38:52;балка 20
07.08.12 16:38:55;Балка 20Ш1 ст.09Г2С 12
07.08.12 16:38:56;Балка 20Ш1 ст.09Г2С 12
07.08.12 16:47:17;балк
07.08.12 16:47:18;балк
07.08.12 16:47:54;Балка 20Ш1 ст.09Г2С 12
07.08.12 16:48:00;Балка 20Ш1 ст.09Г2С 12
07.08.12 16:48:02;Балка 20Ш1 ст.09Г2С 12
07.08.12 16:48:08;Балка 20Ш1 ст.09Г2С 12
07.08.12 16:48:12;Балка 20Ш1 ст.09Г2С 12
07.08.12 16:48:20;Балка 20Ш1 ст.09Г2С 12
07.08.12 16:48:22;Балка 20Ш1 ст.09Г2С 12
07.08.12 16:50:58;Лист г/к 50 мм ст.3пс/сп 2*1
07.08.12 16:50:59;Балка 20Ш1 ст.09Г2С 12
07.08.12 16:50:59;Лист г/к 50 мм ст.3пс/сп 2*1
07.08.12 16:51:00;Балка 20Ш1 ст.09Г2С 12
07.08.12 16:54:06;Балка 20Ш1 ст.09Г2С 12
07.08.12 16:54:07;Балка 20Ш1 ст.09Г2С 12
07.08.12 16:58:13;Балка 20Ш1 ст.09Г2С 12
07.08.12 16:58:17;Балка 20Ш1 ст.09Г2С 12
07.08.12 16:58:24;Балка 20Ш1 ст.09Г2С 12
07.08.12 16:58:54;Балка 20Ш1 ст.09Г2С 12
07.08.12 16:59:15;Балка 20Ш1 ст.09Г2С 12
07.08.12 16:59:57;Балка 20Ш1 ст.09Г2С 12
07.08.12 17:00:01;Балка 20Ш1 ст.09Г2С 12
07.08.12 17:00:03;Балка 20Ш1 ст.09Г2С 12
07.08.12 17:00:03;Балка 20Ш1 ст.09Г2С 12
07.08.12 17:04:01;Балка 20Ш1 ст.09Г2С 12
07.08.12 17:04:17;Балка 20Ш1 ст.09Г2С 12
07.08.12 17:05:21;Балка 20Ш1 ст.09Г2С 12
07.08.12 17:05:44;Балка 20Ш1 ст.09Г2С 12
07.08.12 17:06:56;Балка 20Ш1 ст.09Г2С 12
07.08.12 17:08:11;Балка 20Ш1 ст.09Г2С 12
07.08.12 17:11:56;Балка 20Ш1 ст.09Г2С 12
07.08.12 17:12:02;Балка 20Ш1 ст.09Г2С 12
07.08.12 17:12:31;Балка 20Ш1 ст.09Г2С 12
07.08.12 17:12:53;Балка 20Ш1 ст.09Г2С 12
07.08.12 17:12:55;Балка 20Ш1 ст.09Г2С 12
07.08.12 17:13:01;Балка 20Ш1 ст.09Г2С 12
07.08.12 17:18:24;
07.08.12 17:18:28;Балка 20Ш1 ст.09Г2С 12
07.08.12 17:20:12;Балка 20Ш1 ст.09Г2С 12
07.08.12 17:20:35;армут
07.08.12 17:20:39;армат
07.08.12 17:20:49;армат
07.08.12 17:22:42;Лист г/к 50 мм ст.3пс/сп 2*1
07.08.12 17:25:56;
07.08.12 17:31:37;Лист г/к 50 мм ст.3пс/сп 2*1
07.08.12 17:44:38;Трубы профильные
07.08.12 17:45:04;Трубы профильные
07.08.12 18:40:56;Арматура
07.08.12 19:41:31;Угол 75*75*6 ст.3пс/сп н/д
07.08.12 19:45:44;Сетка кладочная 5(50*50) 0,64*1,5
07.08.12 20:45:56;Швеллер г/к 27 ст.09Г2С 12.05
07.08.12 20:56:53;Швеллер г/к 8 ст.09Г2С 6
07.08.12 21:13:32;Полоса
07.08.12 21:18:46;Полоса
07.08.12 21:26:05;Швеллер г/к 18 ст.3сп/пс 12
07.08.12 22:04:28;Арматура
07.08.12 22:44:53;Трубы профильные
07.08.12 23:27:14;Профнастил Н-20 0,5 оц (1,135) кастом
08.08.12 00:29:49;Швеллер горячекатаный
08.08.12 01:18:10;Металлочерепица \"Супермонтерей\" 350 RAL 3005 (1,19) кастом
08.08.12 03:41:39;Шестигранник 12 ст.45 н/д
08.08.12 07:03:19;Угол  75*75*6 ст.09Г2С 6
08.08.12 08:09:13;Лист горячекатаный
08.08.12 08:09:47;Лист холоднокатаный
08.08.12 08:19:05;Трубы оцинкованные
08.08.12 08:57:23;Лист горячекатаный
08.08.12 08:58:24;Лист горячекатаный
08.08.12 08:58:28;Лист неответственного назначения
08.08.12 08:58:40;Лист холоднокатаный
08.08.12 09:46:43;Квадрат 12 ст.3пс/сп 6
08.08.12 09:58:08;круг 2000
08.08.12 09:58:09;круг 2000
08.08.12 09:58:11;круг 200
08.08.12 09:58:12;круг 200
08.08.12 10:15:05;Штрипс горячекатанный
08.08.12 10:29:58;Арматура А3 8 ст.35ГС 6
08.08.12 12:12:14;Сетка рабица
08.08.12 12:26:50;Угол неравнополочный
08.08.12 12:39:47;Угол неравнополочный
08.08.12 13:30:09;Проволока ВР-1 4мм 2
08.08.12 13:41:04;трубы
08.08.12 13:41:06;трубы
08.08.12 14:17:20;Балка 20Ш1 ст.09Г2С 12
08.08.12 14:17:34;Лист оцинк. с полимерным покрытием
08.08.12 14:59:02;угол
08.08.12 14:59:26;угол
08.08.12 14:59:26;угол
08.08.12 15:17:10;50
08.08.12 15:17:10;50
08.08.12 15:46:00;Арматура
08.08.12 15:51:31;Арматура
08.08.12 16:07:21;Лист оц.с полимер.покрытием  0,45*1250 мм RAL 6005 рулон
08.08.12 16:55:24;Трубы
08.08.12 17:07:37;Балка 35Б2 ст.09Г2С 12
08.08.12 17:39:55;Лист просечно-вытяжной
08.08.12 18:20:42;Арматура А3 32 ст.35ГС 11,75
08.08.12 18:40:47;Профнастил С-8 0,5 RAL 3003 (1,20) кастом
08.08.12 18:57:34;Круг 25 ст.20 н/д
08.08.12 19:00:15;Труба профильная 60*60*3 ст.0,2,3,10,20 11,7
08.08.12 19:02:48;Лист гладкий с полимерным покрытием 0,5 RAL 9003 (1,25) кастом
08.08.12 19:05:37;Балка 16 Б1 ст.3пс/сп 11,75
08.08.12 19:11:18;Балка 35Ш1 ст3пс/сп 12,05
08.08.12 19:12:14;Швеллер г/к 5 ст.3сп/пс 11,7
08.08.12 19:13:47;Круг  16 ст.09Г2С н/д
08.08.12 19:16:22;Лист гладкий с полимерным покрытием 0,5 RAL 6029 (1,25) кастом
08.08.12 19:17:00;Трубы б/ш 219*8 мм ст.20 ГОСТ 8732-78 н/д
08.08.12 19:21:17;Труба профильная 200*200*6 ст.3пс/сп 12
08.08.12 19:21:57;Лист гладкий с полимерным покрытием 0,5 RAL 6002 (1,25) кастом
08.08.12 19:23:49;Лист г/к 10 мм ст.09Г2С 1,5*6
08.08.12 19:24:03;Балка 16 Б1 ст.3пс/сп 12,00
08.08.12 19:29:31;Круг  6,5 ст.3пс/сп 6
08.08.12 19:32:30;Круг 50 ст.20 н/д
08.08.12 19:35:39;Балка 35Б2 ст.09Г2С 12
08.08.12 19:38:52;Арматура А3 40 ст.35ГС 11,75
08.08.12 19:45:53;Лист г/к 5 мм с рифл. 1.5*3
08.08.12 19:47:40;Трубы э/с 89*4 мм ст.10,20 ГОСТ 10705-80 н/д
08.08.12 19:49:48;Круг 80 ст.20 н/д
08.08.12 19:52:50;Профнастил С-20 0,5 RAL 6029 (1,135) кастом
08.08.12 19:53:07;Трубы ВГП о/ц 40*3,5 мм ст.0-3,10,20 ГОСТ 3262-75 6
08.08.12 19:58:10;Труба профильная 40*25*1,5 ст.0,2,3,10,20 6
08.08.12 20:01:13;Лист оцинкованный 0,7 мм ст.08кп/пс 1,25*2,5
08.08.12 20:02:59;Лист гладкий с полимерным покрытием 0,5 RAL 3005 (1,25) кастом
08.08.12 20:04:45;Лист гладкий с полимерным покрытием 0,5 RAL 5002 (1,25) кастом
08.08.12 20:13:10;Лист гладкий 0,5 оц (1,25) кастом
08.08.12 20:22:12;Круг 10 ст.3пс/сп 6м
08.08.12 20:30:33;Швеллер г/к 20 ст.3сп/пс 9
08.08.12 20:31:49;Трубы э/с 108*3,5 мм ст.2,3сп ГОСТ 10705-80   11,4
08.08.12 20:35:51;Лист гладкий с полимерным покрытием 0,5 RAL 8017 (1,25) кастом
08.08.12 20:36:57;Квадрат 20 ст.3пс/сп 6
08.08.12 20:38:47;Лист гладкий с полимерным покрытием 0,5 RAL 6005 (1,25) кастом
08.08.12 20:40:56;Профнастил С-20 0,5 RAL 5021 (1,135) кастом
08.08.12 20:46:15;Лист гладкий с полимерным покрытием 0,5 RAL 7004 (1,25) кастом
08.08.12 20:52:30;Лист гладкий с полимерным покрытием 0,5 RAL 1014 (1,25) кастом
08.08.12 20:57:48;Трубы э/с  89*4 мм ст.10,20 ГОСТ 10705-80 11,7
08.08.12 21:07:42;Профнастил С-10 0,5 RAL 5005 (1,17) кастом
08.08.12 21:07:55;Лист оцинкованный 0,7 мм ст.08кп/пс рулон (1250мм)
08.08.12 21:10:10;Трубы ВГП 20*2,8 мм ст.0-3,10,20 ГОСТ 3262-75 9
08.08.12 21:12:00;Лист г/к 25 мм ст.3пс/сп 1,5*3
08.08.12 21:21:01;Арматура а400/а500с 28 ст3сп/пс н/д
08.08.12 21:28:35;Трубы ВГП 25*3,2 мм ст.0-3,10,20 ГОСТ 3262-75 н/д
08.08.12 21:30:49;Балка 35Б1 ст.3пс/сп 12,05
08.08.12 21:32:30;Профнастил С-10 0,5 RAL 3009 (1,17) кастом
08.08.12 21:32:49;Лист гладкий с полимерным покрытием 0,5 RAL 2004 (1,25) кастом
08.08.12 21:35:07;Лист оц.с полимер.покрытием 0,7*1250 мм RAL 8017 рулон
08.08.12 21:36:08;Лист гладкий с полимерным покрытием 0,5 RAL 3003 (1,25) кастом
08.08.12 21:43:24;Трубы э/с 108*3,5 мм ст.10,20 ГОСТ 10705-80 11,4
08.08.12 21:46:21;Арматура А3  6 ст.35ГС 6
08.08.12 21:47:07;Трубы э/с 159*6 мм ст.10,20 ГОСТ 10705-80  11,4
08.08.12 21:52:59;Швеллер г/к 20 ст.3сп/пс 11
08.08.12 21:53:36;Лист оцинкованный 0,65 мм ст.08кп/пс рулон (1250мм)
08.08.12 22:02:06;Труба профильная 120*120*4 ст.20 11,9
08.08.12 22:02:09;Балка 24М ст.3пс/сп 12.05
08.08.12 22:05:37;Круг 24 ст.3пс/сп н/д
08.08.12 22:06:17;Профнастил С-10 0,5 оц  кастом
08.08.12 22:07:50;Круг 40 ст.3пс/сп н/д
08.08.12 22:08:53;Балка 25Б2 ст.3пс/сп 12,05
08.08.12 22:09:23;Балка 30Ш1 ст3пс/сп 12
08.08.12 22:23:44;Трубы э/с 273*6 мм ст.20 ГОСТ 10705-80  11,4
08.08.12 22:28:08;Трубы э/с 108*3,5 мм ст.2,3сп ГОСТ 10705-80  11,7
08.08.12 22:31:08;Лист гладкий с полимерным покрытием 0,5 RAL 3009 (1,25) кастом
08.08.12 22:38:13;Квадрат 16 ст.20 н/д
08.08.12 22:39:35;Лист гладкий с полимерным покрытием 0,5 RAL 5021 (1,25) кастом
08.08.12 22:51:46;Круг 36 ст.3пс/сп н/д
08.08.12 22:52:39;арма
08.08.12 22:55:11;арма
08.08.12 23:02:14;Угол 100*100*7 ст.3пс/сп 9
